Fan Usage Time (hours),Fan Power Rating (W),Fan Consumption (kWh),Bulb Usage Time (hours),Bulb Power Rating (W),Bulb Consumption (kWh),Bell Usage Time (hours),Bell Power Rating (W),Bell Consumption (kWh),Socket Usage Time (hours),Socket Power Rating (W),Socket Consumption (kWh),Bill Generated (INR)
347,75,26.025,104,10,1.04,38,5,0.19,290,50,14.5,277.67075
339,75,25.425,53,10,0.53,78,5,0.39,360,50,18.0,294.89425
286,75,21.45,121,10,1.21,93,5,0.465,217,50,10.85,225.93375000000003
51,75,3.825,286,10,2.86,50,5,0.25,320,50,16.0,152.51775000000004
245,75,18.375,136,10,1.36,105,5,0.525,290,50,14.5,231.154
137,75,10.275,160,10,1.6,136,5,0.68,298,50,14.9,182.57575
309,75,23.175,102,10,1.02,129,5,0.645,103,50,5.15,199.43350000000004
267,75,20.025,151,10,1.51,86,5,0.43,257,50,12.85,231.51975
58,75,4.35,292,10,2.92,125,5,0.625,363,50,18.15,173.19925
242,75,18.15,342,10,3.42,43,5,0.215,153,50,7.65,195.74275000000003
190,75,14.25,138,10,1.38,57,5,0.285,93,50,4.65,136.75725
222,75,16.65,231,10,2.31,138,5,0.69,276,50,13.8,222.44250000000002
235,75,17.625,62,10,0.62,129,5,0.645,344,50,17.2,239.99850000000004
307,75,23.025,310,10,3.1,97,5,0.485,109,50,5.45,213.19900000000004
251,75,18.825,280,10,2.8,96,5,0.48,328,50,16.4,256.05825
110,75,8.25,85,10,0.85,142,5,0.71,136,50,6.8,110.4565
208,75,15.6,53,10,0.53,135,5,0.675,165,50,8.25,166.61575000000002
273,75,20.475,111,10,1.11,89,5,0.445,350,50,17.5,262.8745
294,75,22.05,194,10,1.94,21,5,0.105,60,50,3.0,180.18175000000002
187,75,14.025,192,10,1.92,51,5,0.255,363,50,18.15,228.42749999999998
127,75,9.525,285,10,2.85,143,5,0.715,55,50,2.75,105.336
94,75,7.05,193,10,1.93,32,5,0.16,280,50,14.0,153.881
161,75,12.075,219,10,2.19,98,5,0.49,382,50,19.1,225.13575000000003
137,75,10.275,181,10,1.81,133,5,0.665,220,50,11.0,157.9375
140,75,10.5,111,10,1.11,89,5,0.445,167,50,8.35,135.69325
106,75,7.95,158,10,1.58,91,5,0.455,94,50,4.7,97.65525000000002
177,75,13.275,126,10,1.26,36,5,0.18,359,50,17.95,217.22225
188,75,14.1,81,10,0.81,60,5,0.3,73,50,3.65,125.419
55,75,4.125,325,10,3.25,68,5,0.34,328,50,16.4,160.36475
160,75,12.0,199,10,1.99,114,5,0.57,172,50,8.6,154.014
151,75,11.325,297,10,2.97,20,5,0.1,121,50,6.05,135.95925
77,75,5.775,108,10,1.08,100,5,0.5,106,50,5.3,84.15575000000001
218,75,16.35,226,10,2.26,24,5,0.12,64,50,3.2,145.83450000000002
307,75,23.025,216,10,2.16,64,5,0.32,291,50,14.55,266.36575
307,75,23.025,133,10,1.33,149,5,0.745,261,50,13.05,253.6975
61,75,4.575,210,10,2.1,118,5,0.59,278,50,13.9,140.74725
301,75,22.575,156,10,1.56,63,5,0.315,287,50,14.35,258.02
188,75,14.1,63,10,0.63,51,5,0.255,176,50,8.8,158.17025000000004
257,75,19.275,74,10,0.74,26,5,0.13,108,50,5.4,169.87424999999996
191,75,14.325,240,10,2.4,113,5,0.565,226,50,11.3,190.1235
65,75,4.875,70,10,0.7,45,5,0.225,370,50,18.5,161.59500000000003
175,75,13.125,230,10,2.3,77,5,0.385,147,50,7.35,154.014
296,75,22.2,275,10,2.75,58,5,0.29,99,50,4.95,200.7635
238,75,17.85,165,10,1.65,125,5,0.625,113,50,5.65,171.40375
341,75,25.575,223,10,2.23,98,5,0.49,109,50,5.45,224.40425
247,75,18.525,337,10,3.37,137,5,0.685,363,50,18.15,270.8545
257,75,19.275,309,10,3.09,124,5,0.62,138,50,6.9,198.73525
135,75,10.125,238,10,2.38,149,5,0.745,305,50,15.25,189.525
206,75,15.45,125,10,1.25,133,5,0.665,118,50,5.9,154.71225
178,75,13.35,165,10,1.65,145,5,0.725,215,50,10.75,176.05875000000003
144,75,10.8,176,10,1.76,130,5,0.65,161,50,8.05,141.37900000000002
136,75,10.2,115,10,1.15,106,5,0.53,298,50,14.9,178.08700000000002
99,75,7.425,70,10,0.7,132,5,0.66,154,50,7.7,109.62525000000001
161,75,12.075,105,10,1.05,77,5,0.385,186,50,9.3,151.68650000000002
133,75,9.975,247,10,2.47,51,5,0.255,67,50,3.35,106.73250000000002
335,75,25.125,244,10,2.44,33,5,0.165,132,50,6.6,228.2945
199,75,14.925,251,10,2.51,149,5,0.745,334,50,16.7,231.95200000000003
215,75,16.125,99,10,0.99,58,5,0.29,212,50,10.6,186.23324999999997
226,75,16.95,152,10,1.52,61,5,0.305,334,50,16.7,235.90874999999997
316,75,23.7,218,10,2.18,138,5,0.69,100,50,5.0,209.94050000000001
79,75,5.925,272,10,2.72,48,5,0.24,319,50,15.95,165.15275000000003
176,75,13.2,51,10,0.51,47,5,0.235,169,50,8.45,148.92674999999997
309,75,23.175,68,10,0.68,31,5,0.155,152,50,7.6,210.2065
181,75,13.575,133,10,1.33,72,5,0.36,313,50,15.65,205.58475
315,75,23.625,141,10,1.41,38,5,0.19,158,50,7.9,220.28125
269,75,20.175,90,10,0.9,133,5,0.665,221,50,11.05,218.0535
273,75,20.475,131,10,1.31,20,5,0.1,271,50,13.55,235.64275000000004
89,75,6.675,136,10,1.36,99,5,0.495,102,50,5.1,90.6395
332,75,24.9,221,10,2.21,134,5,0.67,78,50,3.9,210.672
241,75,18.075,222,10,2.22,119,5,0.595,126,50,6.3,180.8135
172,75,12.9,121,10,1.21,131,5,0.655,187,50,9.35,160.36475
168,75,12.6,199,10,1.99,74,5,0.37,242,50,12.1,179.949
99,75,7.425,283,10,2.83,56,5,0.28,91,50,4.55,100.31524999999999
193,75,14.475,313,10,3.13,109,5,0.545,364,50,18.2,241.72750000000002
275,75,20.625,306,10,3.06,67,5,0.335,268,50,13.4,248.84300000000002
305,75,22.875,76,10,0.76,88,5,0.44,184,50,9.2,221.27875000000006
188,75,14.1,159,10,1.59,57,5,0.285,310,50,15.5,209.30875000000003
177,75,13.275,333,10,3.33,132,5,0.66,280,50,14.0,207.91225000000003
180,75,13.5,332,10,3.32,52,5,0.26,273,50,13.65,204.35450000000003
126,75,9.45,188,10,1.88,37,5,0.185,303,50,15.15,177.32225
200,75,15.0,154,10,1.54,86,5,0.43,120,50,6.0,152.7505
162,75,12.15,207,10,2.07,72,5,0.36,207,50,10.35,165.7845
324,75,24.3,325,10,3.25,136,5,0.68,68,50,3.4,210.33950000000002
347,75,26.025,319,10,3.19,145,5,0.725,165,50,8.25,253.9635
277,75,20.775,223,10,2.23,79,5,0.395,319,50,15.95,261.67749999999995
86,75,6.45,144,10,1.44,133,5,0.665,215,50,10.75,128.37825
118,75,8.85,82,10,0.82,88,5,0.44,248,50,12.4,149.6915
55,75,4.125,241,10,2.41,26,5,0.13,129,50,6.45,87.21475000000001
169,75,12.675,287,10,2.87,116,5,0.58,320,50,16.0,213.63125000000002
130,75,9.75,57,10,0.57,92,5,0.46,230,50,11.5,148.162
110,75,8.25,250,10,2.5,109,5,0.545,148,50,7.4,124.32175000000001
232,75,17.4,101,10,1.01,69,5,0.345,238,50,11.9,203.85575000000003
70,75,5.25,106,10,1.06,43,5,0.215,274,50,13.7,134.49625
132,75,9.9,221,10,2.21,116,5,0.58,324,50,16.2,192.1185
174,75,13.05,328,10,3.28,72,5,0.36,93,50,4.65,141.91100000000003
255,75,19.125,71,10,0.71,124,5,0.62,309,50,15.45,238.76825000000002
154,75,11.55,216,10,2.16,70,5,0.35,208,50,10.4,162.65900000000002
255,75,19.125,66,10,0.66,20,5,0.1,169,50,8.45,188.42775
253,75,18.975,70,10,0.7,87,5,0.435,334,50,16.7,244.78650000000002
138,75,10.35,159,10,1.59,21,5,0.105,163,50,8.15,134.29675
207,75,15.525,318,10,3.18,135,5,0.675,212,50,10.6,199.36700000000005
129,75,9.675,270,10,2.7,126,5,0.63,177,50,8.85,145.33575000000002
160,75,12.0,333,10,3.33,99,5,0.495,130,50,6.5,148.46125
219,75,16.425,72,10,0.72,127,5,0.635,323,50,16.15,225.6345
169,75,12.675,340,10,3.4,55,5,0.275,282,50,14.1,202.49249999999998
103,75,7.725,286,10,2.86,101,5,0.505,107,50,5.35,109.326
302,75,22.65,107,10,1.07,67,5,0.335,352,50,17.6,277.00575000000003
163,75,12.225,227,10,2.27,45,5,0.225,267,50,13.35,186.6655
82,75,6.15,72,10,0.72,121,5,0.605,210,50,10.5,119.53375000000001
184,75,13.8,56,10,0.56,77,5,0.385,286,50,14.3,193.14925000000002
275,75,20.625,151,10,1.51,89,5,0.445,77,50,3.85,175.75950000000003
316,75,23.7,305,10,3.05,28,5,0.14,229,50,11.45,254.96100000000004
266,75,19.95,214,10,2.14,43,5,0.215,251,50,12.55,231.78575000000004
320,75,24.0,291,10,2.91,31,5,0.155,392,50,19.6,310.32225000000005
252,75,18.9,290,10,2.9,24,5,0.12,146,50,7.3,194.31300000000002
113,75,8.475,201,10,2.01,44,5,0.22,309,50,15.45,173.93075000000002
109,75,8.175,162,10,1.62,66,5,0.33,96,50,4.8,99.25125000000001
66,75,4.95,261,10,2.61,30,5,0.15,331,50,16.55,161.329
124,75,9.3,65,10,0.65,144,5,0.72,199,50,9.95,137.12300000000002
317,75,23.775,238,10,2.38,42,5,0.21,275,50,13.75,266.76475
250,75,18.75,233,10,2.33,66,5,0.33,243,50,12.15,223.17399999999998
333,75,24.975,181,10,1.81,134,5,0.67,203,50,10.15,250.07325000000003
104,75,7.8,70,10,0.7,58,5,0.29,216,50,10.8,130.2735
227,75,17.025,282,10,2.82,54,5,0.27,159,50,7.95,186.63225
86,75,6.45,53,10,0.53,134,5,0.67,297,50,14.85,149.625
203,75,15.225,239,10,2.39,60,5,0.3,327,50,16.35,227.86225000000002
343,75,25.725,125,10,1.25,27,5,0.135,187,50,9.35,242.45900000000003
271,75,20.325,241,10,2.41,80,5,0.4,215,50,10.75,225.33525
269,75,20.175,146,10,1.46,75,5,0.375,109,50,5.45,182.609
249,75,18.675,291,10,2.91,123,5,0.615,248,50,12.4,230.09000000000003
51,75,3.825,181,10,1.81,25,5,0.125,102,50,5.1,72.219
199,75,14.925,191,10,1.91,116,5,0.58,263,50,13.15,203.25725
349,75,26.175,111,10,1.11,60,5,0.3,366,50,18.3,305.13525000000004
233,75,17.475,331,10,3.31,82,5,0.41,382,50,19.1,267.96175000000005
254,75,19.05,129,10,1.29,117,5,0.585,96,50,4.8,171.07125000000002
72,75,5.4,275,10,2.75,31,5,0.155,377,50,18.85,180.58075000000002
109,75,8.175,221,10,2.21,38,5,0.19,78,50,3.9,96.25875000000002
320,75,24.0,329,10,3.29,95,5,0.475,328,50,16.4,293.69725
61,75,4.575,119,10,1.19,112,5,0.56,209,50,10.45,111.55375
151,75,11.325,240,10,2.4,43,5,0.215,323,50,16.15,200.09849999999997
54,75,4.05,291,10,2.91,66,5,0.33,303,50,15.15,149.22600000000003
271,75,20.325,290,10,2.9,79,5,0.395,248,50,12.4,239.533
302,75,22.65,195,10,1.95,41,5,0.205,59,50,2.95,184.57074999999998
86,75,6.45,244,10,2.44,87,5,0.435,230,50,11.5,138.48625
148,75,11.1,108,10,1.08,48,5,0.24,281,50,14.05,176.0255
72,75,5.4,220,10,2.2,104,5,0.52,171,50,8.55,110.85550000000002
112,75,8.4,100,10,1.0,115,5,0.575,393,50,19.65,197.00625000000002
151,75,11.325,249,10,2.49,125,5,0.625,285,50,14.25,190.7885
338,75,25.35,83,10,0.83,126,5,0.63,183,50,9.15,239.13400000000001
300,75,22.5,102,10,1.02,85,5,0.425,337,50,16.85,271.28675000000004
102,75,7.65,343,10,3.43,59,5,0.295,230,50,11.5,152.11875
124,75,9.3,300,10,3.0,43,5,0.215,341,50,17.05,196.60725000000002
349,75,26.175,152,10,1.52,50,5,0.25,267,50,13.35,274.61175000000003
292,75,21.9,182,10,1.82,65,5,0.325,166,50,8.3,215.09425000000002
292,75,21.9,272,10,2.72,20,5,0.1,349,50,17.45,280.43050000000005
279,75,20.925,199,10,1.99,148,5,0.74,102,50,5.1,191.22074999999998
140,75,10.5,318,10,3.18,125,5,0.625,56,50,2.8,113.74825000000001
66,75,4.95,179,10,1.79,94,5,0.47,243,50,12.15,128.744
218,75,16.35,95,10,0.95,62,5,0.31,236,50,11.8,195.5765
84,75,6.3,316,10,3.16,30,5,0.15,128,50,6.4,106.46650000000001
245,75,18.375,254,10,2.54,96,5,0.48,279,50,13.95,235.04425
285,75,21.375,99,10,0.99,138,5,0.69,125,50,6.25,194.87825
256,75,19.2,134,10,1.34,24,5,0.12,293,50,14.65,234.81150000000002
51,75,3.825,348,10,3.48,55,5,0.275,203,50,10.15,117.90450000000001
114,75,8.55,295,10,2.95,63,5,0.315,108,50,5.4,114.47975000000001
53,75,3.975,79,10,0.79,76,5,0.38,177,50,8.85,93.06675000000001
185,75,13.875,250,10,2.5,70,5,0.35,93,50,4.65,142.14375
313,75,23.475,347,10,3.47,81,5,0.405,315,50,15.75,286.615
330,75,24.75,333,10,3.33,115,5,0.575,270,50,13.5,280.33075
145,75,10.875,65,10,0.65,65,5,0.325,292,50,14.6,175.8925
61,75,4.575,192,10,1.92,42,5,0.21,307,50,15.35,146.66575
108,75,8.1,139,10,1.39,48,5,0.24,262,50,13.1,151.8195
139,75,10.425,217,10,2.17,144,5,0.72,370,50,18.5,211.56975000000003
279,75,20.925,318,10,3.18,106,5,0.53,301,50,15.05,263.90525
66,75,4.95,345,10,3.45,69,5,0.345,332,50,16.6,168.54425000000003
254,75,19.05,270,10,2.7,28,5,0.14,386,50,19.3,273.9135
210,75,15.75,246,10,2.46,67,5,0.335,154,50,7.7,174.52925000000002
340,75,25.5,183,10,1.83,109,5,0.545,357,50,17.85,304.07125
72,75,5.4,212,10,2.12,27,5,0.135,315,50,15.75,155.64325000000002
296,75,22.2,304,10,3.04,121,5,0.605,289,50,14.45,267.96175000000005
249,75,18.675,313,10,3.13,96,5,0.48,151,50,7.55,198.40275000000003
170,75,12.75,101,10,1.01,135,5,0.675,206,50,10.3,164.48775
289,75,21.675,219,10,2.19,75,5,0.375,103,50,5.15,195.4435
176,75,13.2,128,10,1.28,112,5,0.56,152,50,7.6,150.556
260,75,19.5,228,10,2.28,104,5,0.52,74,50,3.7,172.9
252,75,18.9,272,10,2.72,55,5,0.275,343,50,17.15,259.64925
300,75,22.5,71,10,0.71,98,5,0.49,228,50,11.4,233.41500000000002
142,75,10.65,126,10,1.26,86,5,0.43,147,50,7.35,130.9385
74,75,5.55,293,10,2.93,122,5,0.61,279,50,13.95,153.216
159,75,11.925,303,10,3.03,105,5,0.525,228,50,11.4,178.75200000000004
210,75,15.75,329,10,3.29,37,5,0.185,107,50,5.35,163.42374999999998
248,75,18.6,230,10,2.3,127,5,0.635,244,50,12.2,224.33775
323,75,24.225,84,10,0.84,105,5,0.525,178,50,8.9,229.35850000000002
192,75,14.4,329,10,3.29,53,5,0.265,185,50,9.25,180.91325000000003
83,75,6.225,243,10,2.43,136,5,0.68,98,50,4.9,94.66275
272,75,20.4,302,10,3.02,52,5,0.26,380,50,19.0,283.822
307,75,23.025,233,10,2.33,114,5,0.57,315,50,15.75,277.13875
158,75,11.85,193,10,1.93,59,5,0.295,262,50,13.1,180.71375
95,75,7.125,189,10,1.89,58,5,0.29,344,50,17.2,176.25825
300,75,22.5,291,10,2.91,35,5,0.175,373,50,18.65,294.16275
189,75,14.175,260,10,2.6,104,5,0.52,348,50,17.4,230.72175000000001
290,75,21.75,216,10,2.16,62,5,0.31,267,50,13.35,249.84050000000002
91,75,6.825,92,10,0.92,64,5,0.32,332,50,16.6,164.02225
92,75,6.9,283,10,2.83,108,5,0.54,233,50,11.65,145.76800000000003
179,75,13.425,132,10,1.32,148,5,0.74,349,50,17.45,219.01775000000004
87,75,6.525,321,10,3.21,126,5,0.63,289,50,14.45,165.01975
189,75,14.175,338,10,3.38,145,5,0.725,152,50,7.6,172.10200000000003
119,75,8.925,79,10,0.79,123,5,0.615,199,50,9.95,134.86200000000002
278,75,20.85,171,10,1.71,138,5,0.69,293,50,14.65,252.03500000000005
316,75,23.7,190,10,1.9,94,5,0.47,292,50,14.6,270.4555
234,75,17.55,165,10,1.65,41,5,0.205,142,50,7.1,176.25824999999998
151,75,11.325,111,10,1.11,24,5,0.12,273,50,13.65,174.26325
125,75,9.375,62,10,0.62,29,5,0.145,360,50,18.0,187.131
65,75,4.875,184,10,1.84,62,5,0.31,206,50,10.3,115.21125
265,75,19.875,81,10,0.81,99,5,0.495,309,50,15.45,243.5895
82,75,6.15,204,10,2.04,102,5,0.51,57,50,2.85,76.8075
158,75,11.85,339,10,3.39,69,5,0.345,91,50,4.55,133.89775000000003
158,75,11.85,305,10,3.05,146,5,0.73,271,50,13.55,194.047
294,75,22.05,306,10,3.06,127,5,0.635,192,50,9.6,235.04425
54,75,4.05,148,10,1.48,55,5,0.275,386,50,19.3,166.94825
327,75,24.525,116,10,1.16,56,5,0.28,263,50,13.15,260.11475
187,75,14.025,114,10,1.14,53,5,0.265,178,50,8.9,161.79450000000003
52,75,3.9,328,10,3.28,98,5,0.49,365,50,18.25,172.36800000000002
253,75,18.975,248,10,2.48,123,5,0.615,386,50,19.3,275.11050000000006
195,75,14.625,76,10,0.76,41,5,0.205,264,50,13.2,191.4535
172,75,12.9,279,10,2.79,104,5,0.52,83,50,4.15,135.394
137,75,10.275,256,10,2.56,58,5,0.29,124,50,6.2,128.51125
80,75,6.0,87,10,0.87,40,5,0.2,84,50,4.2,74.9455
212,75,15.9,50,10,0.5,61,5,0.305,306,50,15.3,212.83325
134,75,10.05,317,10,3.17,39,5,0.195,134,50,6.7,133.76475000000002
194,75,14.55,296,10,2.96,89,5,0.445,145,50,7.25,167.61325000000002
173,75,12.975,121,10,1.21,114,5,0.57,84,50,4.2,126.05075
225,75,16.875,305,10,3.05,61,5,0.305,287,50,14.35,229.957
245,75,18.375,141,10,1.41,129,5,0.645,347,50,17.35,251.23700000000002
64,75,4.8,267,10,2.67,28,5,0.14,187,50,9.35,112.784
327,75,24.525,208,10,2.08,110,5,0.55,374,50,18.7,304.93575
301,75,22.575,280,10,2.8,20,5,0.1,228,50,11.4,245.21875
51,75,3.825,253,10,2.53,23,5,0.115,193,50,9.65,107.19800000000001
191,75,14.325,106,10,1.06,78,5,0.39,80,50,4.0,131.50375
136,75,10.2,95,10,0.95,88,5,0.44,161,50,8.05,130.60600000000002
246,75,18.45,179,10,1.79,89,5,0.445,229,50,11.45,213.69774999999998
203,75,15.225,189,10,1.89,128,5,0.64,252,50,12.6,201.86075
61,75,4.575,231,10,2.31,73,5,0.365,334,50,16.7,159.2675
198,75,14.85,211,10,2.11,97,5,0.485,207,50,10.35,184.83675000000002
323,75,24.225,61,10,0.61,110,5,0.55,163,50,8.15,223.00775000000004
160,75,12.0,208,10,2.08,128,5,0.64,181,50,9.05,158.07050000000004
130,75,9.75,61,10,0.61,20,5,0.1,243,50,12.15,150.3565
235,75,17.625,101,10,1.01,64,5,0.32,384,50,19.2,253.73075000000003
87,75,6.525,225,10,2.25,64,5,0.32,356,50,17.8,178.85175000000004
53,75,3.975,330,10,3.3,22,5,0.11,385,50,19.25,177.12275000000002
343,75,25.725,143,10,1.43,120,5,0.6,230,50,11.5,261.04575000000006
338,75,25.35,184,10,1.84,76,5,0.38,228,50,11.4,259.1505
248,75,18.6,51,10,0.51,88,5,0.44,277,50,13.85,222.11000000000004
245,75,18.375,183,10,1.83,72,5,0.36,233,50,11.65,214.22975
226,75,16.95,110,10,1.1,41,5,0.205,203,50,10.15,188.89325000000002
216,75,16.2,90,10,0.9,141,5,0.705,51,50,2.55,135.36075
258,75,19.35,287,10,2.87,103,5,0.515,229,50,11.45,227.33025000000004
189,75,14.175,304,10,3.04,106,5,0.53,90,50,4.5,147.92925000000002
165,75,12.375,66,10,0.66,28,5,0.14,135,50,6.75,132.50125
94,75,7.05,291,10,2.91,129,5,0.645,274,50,13.7,161.62825
295,75,22.125,97,10,0.97,56,5,0.28,93,50,4.65,186.36625
116,75,8.7,197,10,1.97,47,5,0.235,163,50,8.15,126.71575
275,75,20.625,268,10,2.68,127,5,0.635,162,50,8.1,213.066
297,75,22.275,308,10,3.08,37,5,0.185,396,50,19.8,301.51099999999997
198,75,14.85,279,10,2.79,59,5,0.295,303,50,15.15,220.01525
173,75,12.975,72,10,0.72,39,5,0.195,188,50,9.4,154.8785
163,75,12.225,191,10,1.91,124,5,0.62,146,50,7.3,146.66575
148,75,11.1,273,10,2.73,138,5,0.69,370,50,18.5,219.583
217,75,16.275,227,10,2.27,137,5,0.685,204,50,10.2,195.7095
83,75,6.225,341,10,3.41,74,5,0.37,346,50,17.3,181.57825
214,75,16.05,272,10,2.72,112,5,0.56,338,50,16.9,240.9295
200,75,15.0,114,10,1.14,21,5,0.105,325,50,16.25,216.09175000000005
247,75,18.525,265,10,2.65,48,5,0.24,215,50,10.75,213.89724999999996
80,75,6.0,260,10,2.6,140,5,0.7,226,50,11.3,136.99
190,75,14.25,246,10,2.46,57,5,0.285,194,50,9.7,177.52175
126,75,9.45,227,10,2.27,60,5,0.3,309,50,15.45,182.6755
56,75,4.2,58,10,0.58,86,5,0.43,82,50,4.1,61.9115
318,75,23.85,337,10,3.37,38,5,0.19,276,50,13.8,274.0465000000001
329,75,24.675,87,10,0.87,97,5,0.485,237,50,11.85,251.90200000000004
194,75,14.55,269,10,2.69,70,5,0.35,270,50,13.5,206.74850000000004
129,75,9.675,80,10,0.8,92,5,0.46,246,50,12.3,154.51275000000004
256,75,19.2,67,10,0.67,47,5,0.235,209,50,10.45,203.19075
283,75,21.225,165,10,1.65,132,5,0.66,226,50,11.3,231.65275000000003
93,75,6.975,266,10,2.66,109,5,0.545,290,50,14.5,164.122
292,75,21.9,247,10,2.47,120,5,0.6,390,50,19.5,295.7255
234,75,17.55,119,10,1.19,44,5,0.22,355,50,17.75,244.12150000000003
262,75,19.65,318,10,3.18,122,5,0.61,71,50,3.55,179.4835
349,75,26.175,185,10,1.85,53,5,0.265,363,50,18.15,308.826
226,75,16.95,279,10,2.79,144,5,0.72,88,50,4.4,165.31900000000002
195,75,14.625,233,10,2.33,89,5,0.445,93,50,4.65,146.6325
343,75,25.725,337,10,3.37,138,5,0.69,228,50,11.4,273.88025000000005
179,75,13.425,78,10,0.78,127,5,0.635,55,50,2.75,116.9735
234,75,17.55,154,10,1.54,87,5,0.435,267,50,13.35,218.61875
140,75,10.5,92,10,0.92,147,5,0.735,68,50,3.4,103.44075000000001
244,75,18.3,85,10,0.85,20,5,0.1,384,50,19.2,255.69250000000002
186,75,13.95,129,10,1.29,49,5,0.245,252,50,12.6,186.76524999999998
156,75,11.7,173,10,1.73,97,5,0.485,349,50,17.45,208.57725
318,75,23.85,166,10,1.66,80,5,0.4,56,50,2.8,190.9215
189,75,14.175,266,10,2.66,93,5,0.465,327,50,16.35,223.77250000000004
238,75,17.85,210,10,2.1,70,5,0.35,215,50,10.75,206.48250000000004
50,75,3.75,277,10,2.77,60,5,0.3,240,50,12.0,125.153
293,75,21.975,160,10,1.6,59,5,0.295,50,50,2.5,175.36050000000003
115,75,8.625,298,10,2.98,26,5,0.13,120,50,6.0,117.93775000000001
213,75,15.975,249,10,2.49,100,5,0.5,117,50,5.85,165.01975
230,75,17.25,247,10,2.47,116,5,0.58,74,50,3.7,159.6
111,75,8.325,182,10,1.82,109,5,0.545,159,50,7.95,123.95600000000002
318,75,23.85,134,10,1.34,83,5,0.415,159,50,7.95,223.14075
314,75,23.55,269,10,2.69,47,5,0.235,258,50,12.9,261.84375
56,75,4.2,175,10,1.75,129,5,0.645,134,50,6.7,88.41175000000001
193,75,14.475,296,10,2.96,85,5,0.425,371,50,18.55,242.1265
71,75,5.325,96,10,0.96,98,5,0.49,296,50,14.8,143.47375000000002
56,75,4.2,327,10,3.27,25,5,0.125,81,50,4.05,77.43925
345,75,25.875,293,10,2.93,32,5,0.16,168,50,8.4,248.47725000000003
286,75,21.45,200,10,2.0,113,5,0.565,85,50,4.25,187.96225
290,75,21.75,63,10,0.63,52,5,0.26,373,50,18.65,274.5785
58,75,4.35,276,10,2.76,61,5,0.305,344,50,17.2,163.68975
296,75,22.2,241,10,2.41,28,5,0.14,317,50,15.85,269.99
73,75,5.475,181,10,1.81,65,5,0.325,182,50,9.1,111.12150000000001
124,75,9.3,197,10,1.97,72,5,0.36,253,50,12.65,161.46200000000002
114,75,8.55,70,10,0.7,120,5,0.6,124,50,6.2,106.73250000000002
268,75,20.1,270,10,2.7,72,5,0.36,69,50,3.45,176.9565
245,75,18.375,302,10,3.02,21,5,0.105,75,50,3.75,167.91250000000002
186,75,13.95,111,10,1.11,120,5,0.6,255,50,12.75,188.92649999999998
204,75,15.3,153,10,1.53,73,5,0.365,61,50,3.05,134.62925
161,75,12.075,189,10,1.89,102,5,0.51,347,50,17.35,211.63625000000002
317,75,23.775,95,10,0.95,129,5,0.645,70,50,3.5,191.9855
299,75,22.425,178,10,1.78,89,5,0.445,367,50,18.35,285.95
344,75,25.8,248,10,2.48,45,5,0.225,385,50,19.25,317.57075000000003
204,75,15.3,221,10,2.21,55,5,0.275,75,50,3.75,143.20775
343,75,25.725,246,10,2.46,31,5,0.155,68,50,3.4,211.07100000000003
338,75,25.35,244,10,2.44,31,5,0.155,138,50,6.9,231.71925000000005
243,75,18.225,155,10,1.55,93,5,0.465,79,50,3.95,160.86350000000002
81,75,6.075,238,10,2.38,86,5,0.43,234,50,11.7,136.89025
225,75,16.875,112,10,1.12,64,5,0.32,331,50,16.55,231.85225000000003
333,75,24.975,273,10,2.73,31,5,0.155,172,50,8.6,242.45900000000003
118,75,8.85,263,10,2.63,88,5,0.44,119,50,5.95,118.83550000000001
56,75,4.2,185,10,1.85,55,5,0.275,228,50,11.4,117.87125000000002
317,75,23.775,348,10,3.48,128,5,0.64,164,50,8.2,240.03175000000002
148,75,11.1,82,10,0.82,58,5,0.29,289,50,14.45,177.289
218,75,16.35,267,10,2.67,109,5,0.545,213,50,10.65,200.92975000000004
182,75,13.65,252,10,2.52,57,5,0.285,196,50,9.8,174.59575000000004
234,75,17.55,311,10,3.11,52,5,0.26,396,50,19.8,270.788
232,75,17.4,83,10,0.83,135,5,0.675,186,50,9.3,187.56325
277,75,20.775,125,10,1.25,95,5,0.475,222,50,11.1,223.44000000000003
311,75,23.325,254,10,2.54,20,5,0.1,68,50,3.4,195.27725
331,75,24.825,103,10,1.03,51,5,0.255,61,50,3.05,193.91400000000002
94,75,7.05,91,10,0.91,34,5,0.17,261,50,13.05,140.847
168,75,12.6,89,10,0.89,79,5,0.395,137,50,6.85,137.88775
295,75,22.125,52,10,0.52,94,5,0.47,148,50,7.4,202.92475000000002
126,75,9.45,312,10,3.12,105,5,0.525,150,50,7.5,136.95675
151,75,11.325,263,10,2.63,90,5,0.45,74,50,3.7,120.39824999999999
211,75,15.825,179,10,1.79,52,5,0.26,161,50,8.05,172.40125
348,75,26.1,82,10,0.82,57,5,0.285,363,50,18.15,301.61075000000005
207,75,15.525,91,10,0.91,29,5,0.145,78,50,3.9,136.19199999999998
232,75,17.4,165,10,1.65,74,5,0.37,350,50,17.5,245.51800000000003
214,75,16.05,69,10,0.69,147,5,0.735,86,50,4.3,144.80375
202,75,15.15,126,10,1.26,33,5,0.165,332,50,16.6,220.61374999999998
348,75,26.1,309,10,3.09,56,5,0.28,315,50,15.75,300.713
346,75,25.95,78,10,0.78,28,5,0.14,143,50,7.15,226.23300000000003
306,75,22.95,234,10,2.34,57,5,0.285,226,50,11.3,245.21875
